video_name,score
5816132223,3.58
6804829908,2.96
6932589551,3.62
8548046708,3.36
4842303128,3.22
5245445672,3.38
3488252741,3.54
6004183559,3.38
4281436885,3.4943
4970624827,1.66
4373113207,3.52
8408744905,3.5
7633708420,2.78
9564154386,2.1
5295005655,2.72
5003956763,3.5985
7012065923,3.48
6299595444,1.96
4970919913,2.32
8587384006,3.74
10201521555,2.3
3318634083,2.3
8207372644,3.24
4567868868,3.5
8319369964,2.64
7591242800,3.16
8583146942,2.54
4971091773,2.9
6806699713,3.76
12379836133,4.24
8069024908,2.12
8039356416,2.46
3878700690,2.74
8151400613,2.98
7344072960,2.7699
8144762018,2.1
7863416600,1.78
6408909511,3.26
5440091902,3.0
7954124226,3.8
5246827285,3.16
6775766604,2.96
9586935224,3.34
5858864133,2.48
11913590004,2.96
6268902756,1.8431
4677538291,1.96
7977126554,3.96
5504464599,1.94
6073473868,2.62
6270222640,2.32
5369095478,2.6
8257892715,1.98
9425570317,3.0
4743183444,3.44
4642629203,3.52
12355531285,4.22
6924551254,2.72
12626612584,3.1
3887621073,1.58
9369433766,1.52
7897750494,2.4
10541657773,3.74
7959542546,2.64
8252040986,3.68
8442879599,3.74
4161940753,3.66
8733102851,3.08
4573314147,2.56
4335304419,3.02
6059786344,2.66
5668545266,2.46
11803329033,3.56
7029270875,3.94
12704590184,3.9
6716265511,3.54
7192436890,2.78
8729448612,2.7
6058824138,2.74
8631895364,3.66
4991520511,1.98
7983363078,1.9
4273096444,3.98
6329730783,2.28
7667993154,3.76
10500520233,2.86
6304997355,3.34
4864754515,3.12
5927908371,1.6
7978973307,1.78
8201673711,3.54
5827345790,2.66
7057951213,3.54
4321531777,1.82
9464591256,3.98
11864752706,3.9
7005111650,2.72
10132105415,1.64
5786034294,3.0
5636101558,2.26
3561516939,2.44
11013388203,3.76
5078125268,2.14
7832506570,3.92
10838718774,3.04
6811275923,3.36
6369679907,1.72
10008004183,4.06
5911601461,3.42
9387089233,2.68
9812351333,3.74
7548202460,3.3
4328729913,3.42
8088901520,3.68
6582418637,3.12
4184711791,3.28
3437816776,3.5
7074513729,1.56
7274180028,3.76
8253260683,3.08
8424428827,3.38
4751595925,3.48
4565232312,2.64
4270576961,2.54
7402519316,2.98
6874423527,2.82
6948249567,3.1
8741017589,3.6765
7848940332,1.86
8069880437,3.64
5032172516,3.48
5101801222,3.32
6092433561,2.86
10019485755,3.7
5341444640,3.68
3589925544,3.16
4783174196,2.7
12101500915,3.88
8266961231,3.14
6953979425,3.02
3339387387,2.42
9144368303,2.9
6324422954,2.76
3904711682,3.04
4472493392,2.38
6868110990,3.18
6671136435,3.04
3521396571,3.54
5475555707,1.74
10403478556,3.68
7395710342,2.92
12276570315,3.3652
5996750151,3.0
6492110563,3.92
5823644068,2.9
4626131441,2.68
5649370618,2.9
4837816091,3.54
11237101334,2.26
6497857295,2.38
12567402335,1.8
5754220740,2.74
8267321210,3.42
4969714039,3.08
8491617830,3.5
10672253555,1.6148
6191735552,3.16
6518466029,3.02
7122092993,2.88
9675032717,3.26
12899309364,3.1
5960200024,2.52
5620430600,2.5
7198853624,3.6
5360605734,3.84
5999732346,2.9
4482595368,3.86
4629711727,2.3
12387439244,2.34
3358799122,3.7857
5455582932,3.3523
9445782126,1.52
5266562897,2.56
8565847545,3.08
4236199952,2.9
12044525214,3.0
8859509880,3.94
6937597827,3.28
9583034514,3.88
4915461487,2.24
13291575674,2.66
4329911079,4.02
7177427229,2.48
9136867624,2.12
4996677282,2.56
10691750555,2.84
9085955167,3.2
4593126957,3.1
5170915466,2.88
6917745987,2.4
5739175520,3.68
5379210063,2.84
8716622241,3.38
13288073854,4.1
6210381577,3.22
4033322131,2.86
5409101281,2.54
8415984918,2.38
7087189849,1.98
8995404511,3.7982
6107338487,3.62
5453773681,2.24
3975461732,3.72
5706858082,3.12
4582086726,3.14
4201416279,3.72
5723108521,3.18
6830500351,2.94
6812860936,2.88
6208528782,2.66
5489207006,4.04
5458000924,3.06
5133219451,2.32
7151780093,2.6
6995540661,3.18
5005236579,3.26
9317770917,3.38
9093682547,3.1
5009379117,2.2996
6807638360,1.46
5460258278,2.18
5621520605,3.34
6319757818,3.38
5110540070,2.64
7385692814,3.92
5354932311,3.4803
6497033987,1.8
8132161360,2.9
3948863216,3.62
6514514177,3.68
5082292308,3.64
8991258489,3.86
6212970517,2.06
6677269327,3.72
6680559525,3.3
8251526312,2.28
5357123491,3.44
9515797648,3.78
3240926995,3.1484
3629928686,3.48
8967888670,3.32
5920289173,3.44
8431144343,3.82
10283826203,4.14
9267867823,3.84
10013374164,3.74
4655662252,3.94
4870064087,2.96
6242642418,3.3984
11403577283,3.06
7236880666,3.5
5020714258,2.4
9586728257,3.56
6638842709,2.94
12262452854,4.24
5263261013,2.74
5307981340,3.52
5506184490,2.04
8679156964,3.8
7358630018,3.6
4823416929,1.98
4866613201,2.2
